step,time_s,inventory_mol,input_mol,residual_mol,inventory_rate_mol_s,input_rate_mol_s,balance_rate_mol_s,predicted_rate_mol_s,predicted_integral_mol,loop_inventory_mol,supplied_inventory,current_A,capacity_Ah
0.000000000000000000e+00,2.700000000000000000e+02,9.754383251980549207e-05,0.000000000000000000e+00,-3.167545436014163052e-14,-1.183654730140025524e-16,0.000000000000000000e+00,-1.183654730140025524e-16,-1.183650465403145867e-16,-3.126139487117126325e-14,9.754383251980549207e-05,1.355988420149771773e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.750000000000000000e+02,9.754383251920488473e-05,0.000000000000000000e+00,-3.227606170611713177e-14,-1.186032835360770891e-16,0.000000000000000000e+00,-1.186032835360770891e-16,-1.186028005940959136e-16,-3.185381448900728875e-14,9.754383251920483052e-05,1.355988420246157346e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.800000000000000000e+02,9.754383251860416896e-05,0.000000000000000000e+00,-3.287677747230988157e-14,-1.188408917816816119e-16,0.000000000000000000e+00,-1.188408917816816119e-16,-1.188405546478799029e-16,-3.244742287711222643e-14,9.754383251860415541e-05,1.355988420342543190e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.850000000000000000e+02,9.754383251800349385e-05,0.000000000000000000e+00,-3.347745258092116316e-14,-1.190788155260219383e-16,0.000000000000000000e+00,-1.190788155260219383e-16,-1.190783087016666778e-16,-3.304222003548609522e-14,9.754383251800356161e-05,1.355988420438929034e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.900000000000000000e+02,9.754383251740288651e-05,0.000000000000000000e+00,-3.407805992689666441e-14,-1.193163456206574701e-16,0.000000000000000000e+00,-1.193163456206574701e-16,-1.193160627554561645e-16,-3.363820596412890144e-14,9.754383251740281874e-05,1.355988420535313523e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.950000000000000000e+02,9.754383251680211653e-05,0.000000000000000000e+00,-3.467882990319803849e-14,-1.195541822248093258e-16,0.000000000000000000e+00,-1.195541822248093258e-16,-1.195538168092485600e-16,-3.423538066304066401e-14,9.754383251680208942e-05,1.355988420631699097e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+02,9.754383251620148208e-05,0.000000000000000000e+00,-3.527946435422785187e-14,-1.197918523665305347e-16,0.000000000000000000e+00,-1.197918523665305347e-16,-1.197915708630436180e-16,-3.483374413222139557e-14,9.754383251620133300e-05,1.355988420728083857e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.050000000000000000e+02,9.754383251560083408e-05,0.000000000000000000e+00,-3.588011235778482133e-14,-1.200298225900956140e-16,0.000000000000000000e+00,-1.200298225900956140e-16,-1.200293249168415849e-16,-3.543329637167110872e-14,9.754383251560084763e-05,1.355988420824471869e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.100000000000000000e+02,9.754383251500892745e-05,0.000000000000000000e+00,-3.647201898132612641e-14,-1.201043801571472005e-16,0.000000000000000000e+00,-1.201043801571472005e-16,-1.201040617635815594e-16,-3.603362983837216519e-14,9.754383251500892745e-05,1.355988420919452858e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.150000000000000000e+02,9.754383251442387841e-05,0.000000000000000000e+00,-3.705706802612646067e-14,-1.200510303027620152e-16,0.000000000000000000e+00,-1.200510303027620152e-16,-1.200507131852086185e-16,-3.663401677574414297e-14,9.754383251442385130e-05,1.355988421013331756e-04,0.000000000000000000e+00,0.000000000000000000e+00
